id,name,rating,address,city,lat,long
145,boba-bar-san-jose-3,"3,5",310 S 3rd St,San Jose,37.332.404,-1218845467
151,the-tea-zone-and-fruit-bar-san-jose,"3,5",980 S Winchester Blvd,San Jose,37.309.534,-121949649
164,pure-tea-bar-san-jose,"3,5",6195 Santa Teresa Blvd,San Jose,37.236.431,-121804763
167,fantasia-coffee-and-tea-san-jose-4,"3,5",378 Santana Row,San Jose,37.319.475.621.662,-12194762103391
168,monster-boba-cupertino-3,"3,5",10787 S Blaney Ave,Cupertino,373.112.882.127.292,-122023623995482
169,teasociety-san-jose,"3,5",1658 E Capitol Expy,San Jose,37.306.154.683.674,-121810519318524
172,gong-cha-san-jose-19,"3,5",1701 Lundy Ave,San Jose,3.738.753,-12188725
174,sharetea-san-jose-3,"3,5",1728 Hostetter Rd,San Jose,37.387.508,-121882934
175,gong-cha-san-jose-8,"3,5",1600 Saratoga Ave,San Jose,372.923.420.099.239,-121988744415863
179,the-moo-bar-santa-clara,"3,5",1080 Kiely Blvd,Santa Clara,373.459.400.429.099,-121979151964188
181,purple-kow-san-jose-4,"3,5",2435 S King Rd,San Jose,373.210.352.284.759,-121825406030688
183,yobelle-napa-2,"3,5",1000 Main St,Napa,382.991.692.041.736,-122285283794503
186,crave-cafe-and-catering-american-canyon,"3,5",3419 Broadway St,American Canyon,381.689.755.277.082,-122254305819574
188,top-that-frozen-yogurt-sonoma,"3,5",531 Broadway Ave,Sonoma,382.914.143.800.735,-122458058372139
192,green-bamboo-restaurant-fairfield,"3,5",4437 Central Pl,Fairfield,382.219.398.999.999,-12212513
193,thai-kitchen-american-canyon,"3,5",3425 Broadway St,American Canyon,3.817.015,-12225411
194,sactomofo-sacramento-6,"3,5",,Sacramento,3.867.463,-12150861
198,aroma-tapioca-tea-and-coffee-pleasanton,"3,5",4833 Hopyard Rd,Pleasanton,3.769.288,-12190177
200,t4-dublin,"3,5",3744 Fallon Rd,Dublin,377.038.018.033.117,-121851168151661
204,cafe-tapioca-dublin,"3,5",7160 Regional St,Dublin,37.703.959,-1219342246
205,quickly-pleasanton,"3,5",1 Stoneridge Mall Rd,Pleasanton,376.956.544.405.508,-121929317861795
209,t4-san-ramon-2,"3,5",9140 Alcosta Blvd,San Ramon,3.773.021,-121930089999999
211,snowflake-dublin,"3,5",4288 Dublin Blvd,Dublin,377.048.059.696.965,-121875150612505
219,99-ranch-market-pleasanton,"3,5",4299 Rosewood Dr,Pleasanton,3.769.956,-12187326
227,koi-palace-dublin,"3,5",Ulferts Ctr,Dublin,377.046.367.482.137,-121876026391982
231,lees-sandwiches-dublin-2,"3,5",4101 Dublin Blvd,Dublin,3.770.619,-121873789999999
237,pho-saigon-garden-dublin,"3,5",7265 Regional St,Dublin,377.056.511.022.749,-121933658346534
238,pho-saigon-noodle-house-san-ramon,"3,5",9150 Alcosta Blvd,San Ramon,377.293.891.906.737,-121931442260742
239,85-c-bakery-cafe-newark,"3,5",35201 Newark Blvd,Newark,3.754.772,-1220466
240,blackball-desserts-union-city-union-city,"3,5",34563 Alvarado Niles Rd,Union City,375.866.447.999.999,-1220201868
247,bambu-newark-2,"3,5",6058 Mowry Ave,Newark,375.236.587.144.356,-122007144735602
248,bambu-union-city-2,"3,5",31812-31822 Alvarado Blvd,Union City,375.914.603.130.932,-122071111434568
253,milkcow-fremont-2,"3,5",5657 Auto Mall Pkwy,Fremont,3.750.466,-12197634
256,t4-hayward-3,"3,5",1033 B St,Hayward,376.731.435.370.977,-122082034402975
258,teaster-hayward-2,"3,5",410 W A St,Hayward,376.660.188.062.353,-122108395027727
264,tpumps-cupertino,"3,5",19959 Stevens Creek Blvd,Cupertino,373.232.384.288.673,-122022949657147
265,super-cue-cafe-cupertino,"3,5",19620 Stevens Creek Blvd,Cupertino,373.223.942.970.538,-122016749576721
269,hechaa-cupertino-4,"3,5",10619 S De Anza Blvd,Cupertino,3.731.361,-12203263
272,what8ver-express-cupertino-2,"3,5",10118 Bandley Dr,Cupertino,37.324.498.742.943,-12203407823789
274,cafe-lattea-cupertino,"3,5",19501 Stevens Creek Blvd,Cupertino,37.323.241.317.778,-122012261466162
278,verde-tea-house-cupertino-2,"3,5",10477 S De Anza Blvd,Cupertino,373.162.384.033.203,-122032508850098
283,teaspoon-mountain-view,"3,5",236 Castro St,Mountain View,373.934.799,-12207956
285,verde-tea-cafe-mountain-view,"3,5",852 Villa St,Mountain View,373.941.710.599.454,-122079548804006
286,teafans-sunnyvale,"3,5",927 E Arques Ave,Sunnyvale,373.813.698.999.999,-12200808
287,85-c-bakery-cafe-san-jose-5,"3,5",1183 S De Anza Blvd,San Jose,373.035.809.397.697,-122032403200865
289,bambu-sunnyvale-2,"3,5",189 W Washington Ave,Sunnyvale,373.763.175.470.854,-122031325878136
292,ocha-tea-café-and-restaurant-mountain-view-2,"3,5",1350 Grant Rd,Mountain View,373.770.405.227.974,-122076683293475
293,bubble-bay-tea-santa-clara,"3,5",4300 Great America Pkwy,Santa Clara,373.928.752.137.833,-121977391160277
294,jazen-tea-san-jose-4,"3,5",1089 S De Anza Blvd,San Jose,373.065.638.999.999,-1220328361
295,comebuy-tea-and-coffee-santa-clara,"3,5",2712 Augustine Dr,Santa Clara,373.822.051,-1219761898
296,music-tunnel-ktv-cafe-san-jose-2,"3,5",1132 S De Anza Blvd,San Jose,3.730.529,-122031669999999
297,jazen-tea-santa-clara-3,"3,5",3147 Mission College Blvd,Santa Clara,373.882.893,-121983559599999
307,rice-paper-bistro-livermore,"3,5",1548 N Vasco Rd,Livermore,377.181.756.552.264,-121724808264734
316,t4-palo-alto-2,"3,5",165 University Ave,Palo Alto,3.744.451,-12216337
317,pearl-cafe-mountain-view,"3,5",506A Showers Dr,Mountain View,37.402.982.863.672,-12210676106228
321,teasociety-milpitas,"3,5",55 N Milpitas Blvd,Milpitas,374.341.782,-1219007438
322,t4-milpitas,"3,5",540 Barber Ln,Milpitas,374.207.404.131.486,-12191664888892
327,sno-crave-tea-house-milpitas,"3,5",1777 N Milpitas Blvd,Milpitas,374.558.077.007.532,-121911192834377
328,sancha-bar-milpitas,"3,5",279 Jacklin Rd,Milpitas,374.464.966,-121904016099999
329,chick-and-tea-milpitas-4,"3,5",1723 N Milpitas Blvd,Milpitas,374.551.887.512.207,-121911521911621
330,t4-san-jose,"3,5",1671 N Capitol Ave,San Jose,373.973.731.994.629,-121873687744141
331,queens-cafe-milpitas,"3,5",372 Barber Ln,Milpitas,374.224.649.523.506,-121916673478539
336,85-c-bakery-cafe-milpitas-2,"3,5",672 Barber Ln,Milpitas,37.419.465,-121915568
337,simpletea-milpitas,"3,5",1535 Landess Ave,Milpitas,37.416.848,-1218768983
338,bambu-milpitas-7,"3,5",89 S Park Victoria Dr,Milpitas,37.433.926,-121884259
348,pokélove-palo-alto,"3,5",855 El Camino Real,Palo Alto,37.438.632,-122160532
350,tea-time-palo-alto,"3,5",542 Ramona St,Palo Alto,374.446.105.957.031,-122161544799804
352,happy-donuts-palo-alto,"3,5",3916 El Camino Real,Palo Alto,3.741.643,-12213004
353,quickly-sunnyvale-4,"3,5",415 N Mary Ave,Sunnyvale,37.390.076.192.143,-122042184743589
356,coupa-café-palo-alto-3,"3,5",538 Ramona St,Palo Alto,37.444.682,-122161533
357,cream-palo-alto-3,"3,5",440 University Ave,Palo Alto,37.447.555,-122159804
360,coupa-café-lytton-palo-alto,"3,5",111 Lytton Ave,Palo Alto,374.444.718.383.711,-122165222240072
361,green-bakery-and-café-los-altos-11,"3,5",692 Fremont Ave,Los Altos,373.604.672.926.655,-122096757004484
362,wild-berry-yogurt-menlo-park,"3,5",325 Sharon Park Dr,Menlo Park,3.742.398,-12219693
363,the-posh-bagel-los-altos,"3,5",310 Main St,Los Altos,373.783.798,-122117019699999
364,paris-baguette-palo-alto,"3,5",383 University Ave,Palo Alto,374.471.969.604.492,-122160781860352
366,rojoz-gourmet-wraps-palo-alto-2,"3,5",3906 Middlefield Rd,Palo Alto,3.741.883,-1221099
369,coupa-cafe-green-library-stanford,"3,5",571 Escondido Mall,Stanford,37.426.249.336.151,-12216706752777
370,dohatsuten-palo-alto,"3,5",799 San Antonio Rd,Palo Alto,374.203.109.741.211,-122102348327637
372,nekter-juice-bar-mountain-view,"3,5",685 San Antonio Rd,Mountain View,374.015.598.999.999,-1221132477
374,koma-sushi-restaurant-menlo-park-3,"3,5",211 El Camino Real,Menlo Park,374.483.544,-122174376799999
377,hotpot-first-sunnyvale,"3,5",1149 N Lawrence Expy,Sunnyvale,373.973.885,-1219967194
378,bean-scene-sunnyvale,"3,5",186 S Murphy Ave,Sunnyvale,373.761.833.999.999,-1220301825
379,sharetea-santa-clara-7,"3,5",2855 Stevens Creek Blvd,Santa Clara,373.255.099.999.999,-12194462
381,honeyberry-santa-clara,"3,5",3488 El Camino Real,Santa Clara,373.515.681.496.377,-121992844729458
384,frozos-frozen-yogurt-santa-clara,"3,5",1000 Lafayette St,Santa Clara,373.503.848,-1219437883
385,cool-tea-bar-south-san-francisco-4,"3,5",630 El Camino Real,South San Francisco,376.492.551.499.593,-122429556883872
396,t4-millbrae-10,"3,5",315 Broadway,Millbrae,37.601.183,-122392173
398,boba-dude-half-moon-bay,"3,5",80 Cabrillo Hwy N,Half Moon Bay,374.702.203.984.019,-122435569055378
400,gong-cha-san-mateo-2,"3,5",110 S B St,San Mateo,375.667.191,-1223239517
401,bambu-south-san-francisco,"3,5",2223 Gellert Blvd,South San Francisco,37.649.195,-1224530236
402,super-cue-cafe-san-mateo-2,"3,5",2986 S Norfolk St,San Mateo,375.444.733.117.821,-12228505220123
405,chatime-san-mateo-2,"3,5",165 E 4th Ave,San Mateo,3.756.413,-122322939999999
408,chatime-foster-city,"3,5",969A Edgewater Blvd,Foster City,37.544.739,-122271085
409,quickly-san-mateo,"3,5",142 E 3rd Ave,San Mateo,375.643.615.722.656,-122323524475098
413,dessert-republic-san-mateo,"3,5",138 Main St,San Mateo,375.669.003.999.999,-1223234145
418,quickly-burlingame-2,"3,5",1407 Burlingame Ave,Burlingame,375.771.875.948.767,-12234879302025
427,never-too-latte-san-bruno-2,"3,5",486 San Mateo Ave,San Bruno,376.241,-12241095
433,bobo-drinks-fairfield-2,"3,5",1305 Gateway Blvd,Fairfield,382.640.655.855.632,-122050264324325
441,quickly-vallejo-12,"3,5",145 Plaza Dr,Vallejo,381.340.827.941.895,-12221915435791
451,bobaloca-concord-4,"3,5",1843 Willow Pass Rd,Concord,379.749.903.198.783,-122038871629666
452,teabo-café-davis,"3,5",2191 Cowell Blvd,Davis,385.407.655.197.016,-121724717874066
453,lazi-cow-davis,"3,5",407 G St,Davis,385.465,-12174006
455,t4-concord-concord,"3,5",2151 Salvio St,Concord,379.776.375.471.723,-122034577466548
456,dragon-snow-el-sobrante,"3,5",3550 San Pablo Dam Rd,El Sobrante,3.796.301,-12231987
457,cj-fusion-fairfield,"3,5",201 Travis Blvd,Fairfield,3.825.803,-12203509
458,gong-cha-davis,"3,5",1411 W Covell Blvd,Davis,385.620.003.834.934,-121765583911777
459,suisun-seafood-center-suisun-city,"3,5",303 Lawler Center Dr,Suisun City,3.824.225,-12201803
460,teaone-davis,"3,5",213 E St,Davis,385.436.287,-1217415001
465,sharetea-davis-davis-2,"3,5",207 3rd St,Davis,385.436.861.078.294,-121746784233134
467,pho-lee-hoa-phat-fairfield,"3,5",870 E Travis,Fairfield,382.583.578.295.892,-122020811644487
475,quickly-antioch-2,"3,5",212 E 18th St,Antioch,38.004.497.387.479,-121799923304048
476,pho-lee-hoa-phat-vacaville,"3,5",88 Peabody Rd,Vacaville,383.539.886.474.609,-121978248596191
478,t4-walnut-creek,"3,5",1815 Ygnacio Valley Rd,Walnut Creek,379.174.137,-1220375497
479,chalogy-tea-bar-walnut-creek-4,"3,5",1349 Locust St,Walnut Creek,378.981,-12206206
480,mr-green-bubble-walnut-creek-2,"3,5",1539 Locust St,Walnut Creek,379.000.639.934.234,-122062495370938
484,t4-and-poke-walnut-creek,"3,5",1385C N Main St,Walnut Creek,3.789.883,-12206105
488,surf-city-squeeze-concord,"3,5",282 Sun Valley Mall,Concord,379.672.766,-1220621762
491,i-love-teriyaki-and-sushi-concord-2,"3,5",1950 Salvio St,Concord,379.762.523.253.409,-122037221553584
493,saigon-bistro-concord,"3,5",1701 Willow Pass Rd,Concord,37.974.103,-122041692
494,99-ranch-market-concord-2,"3,5",1795 Willow Pass Rd,Concord,37.974.712,-122039859
495,double-rainbow-cafe-benicia,"3,5",560 1st St,Benicia,3.804.837,-12215871
498,pho-huynh-hiep-5-kevins-noodle-house-concord,"3,5",1833 Willow Pass Rd,Concord,3.797.514,-12203901
499,pho-lee-hoa-phat-pleasant-hill,"3,5",508 Contra Costa Blvd,Pleasant Hill,37.980.899,-122068382
501,smitten-ice-cream-lafayette,"3,5",3545 Mt Diablo Blvd,Lafayette,378.916.207,-1221198696
508,surf-city-squeeze-antioch,"3,5",2556 Somersville Rd,Antioch,380.000.664,-121841951799999
511,yo-sushi-martinez,"3,5",1029 Arnold Dr,Martinez,379.969.242,-1221078972
514,saigon-bistro-restaurant-pittsburg,"3,5",4285 Century Blvd,Pittsburg,380.068.147.913.603,-121841531507671
515,pho-lee-hoa-phat-pittsburg-5,"3,5",140 E Leland Rd,Pittsburg,380.114.778.891.117,-121889719069004
517,little-hearty-noodle-moraga-2,"3,5",578 Center St,Moraga,378.578.085,-1221258359
518,bubble-loca-richmond,"3,5",3288 Pierce St,Richmond,378.988.113,-1223075638
520,tala-coffee-and-tea-el-cerrito-2,"3,5",10734 San Pablo Ave,El Cerrito,379.131.379.268.406,-122309712024741
521,sharetea-san-rafael-3,"3,5",967 Grand Ave,San Rafael,379.717.057.943.344,-122518760114908
522,tpartea-boba-drinks-and-banh-mi-san-rafael-3,"3,5",5800 Northgate Dr,San Rafael,380.039.492.652.398,-1225438844508
523,sunny-day-sweet-house-richmond,"3,5",3288 Pierce St,Richmond,3.789.881,-12230756
527,tay-tah-cafe-albany,"3,5",1182 Solano Ave,Albany,378.902.299.999.999,-12229626
528,sweetheart-cafe-berkeley,"3,5",2523 Durant Ave,Berkeley,378.680.525,-122258168
529,teaone-berkeley-berkeley,"3,5",2380 Telegraph Ave,Berkeley,3.786.727,-12225905
535,t4-castro-valley,"3,5",18911 Lake Chabot Rd,Castro Valley,3.770.864,-122091339999999
539,milkcow-castro-valley,"3,5",3223 Castro Valley Blvd,Castro Valley,3.769.529,-12207956
540,satori-tea-company-saratoga,"3,5",14482 Big Basin Way,Saratoga,372.574.696,-1220335427
543,snowflake-san-jose,"3,5",4306 Moorpark Ave,San Jose,373.155.981.167.824,-121977282188172
545,yodo-yogurt-campbell,"3,5",2475 S Winchester Blvd,Campbell,372.784.787,-1219497792
548,jovie-coffee-and-pho-campbell,"3,5",136 N San Tomas Aquino,Campbell,372.878.194.445.875,-121975211858331
549,tous-les-jours-santa-clara,"3,5",3535 Homestead Rd,Santa Clara,3.733.882,-12199497
555,yo-sushi-vallejo-2,"3,5",114 Robles Way,Vallejo,380.837.651.342.154,-122211666628717
556,midori-japanese-cuisine-vallejo,"3,5",3440 Sonoma Blvd,Vallejo,381.214.397.080.506,-122254726908082
564,pho-new-saigon-foster-city,"3,5",1088 Foster City Blvd,Foster City,375.532.937,-1222565492
565,hongry-kong-belmont-2,"3,5",,Belmont,375.240.325.927.734,-122279075622558
567,cooking-papa-restaurant-foster-city,"3,5",949A Edgewater Blvd,Foster City,375.446.131.174.646,-122270425803511
571,myung-dong-tofu-cabin-san-mateo,"3,5",2968 S Norfolk St,San Mateo,375.447.841.763.127,-122284946071312
573,east-14th-bakery-and-cafe-san-leandro-3,"3,5",1780 E 14th St,San Leandro,377.215.444,-1221509912
574,tapioca-express-san-leandro,"3,5",129 W Joaquin Ave,San Leandro,377.239.999,-12215511
576,sweethoney-dessert-san-leandro-3,"3,5",1423 E 14th St,San Leandro,377.240.845.354.245,-122154812393848
577,hanoi-chicken-noodle-san-leandro,"3,5",13720 Doolittle Dr,San Leandro,3.769.982,-122175639999999
580,d-t-dim-sum-and-tea-san-leandro,"3,5",1970 Lewelling Blvd,San Leandro,376.799.806.952.477,-122154671028255
583,quickly-san-lorenzo,"3,5",17940 Hesperian Blvd,San Lorenzo,376.729.889.960.688,-122122139773525
584,tapioca-express-alameda,"3,5",2306 Encinal Ave,Alameda,3.776.273,-12224497
588,pho-an-hoa-san-leandro,"3,5",14391 Washington Ave,San Leandro,37.702.842,-122142028
589,tuttimelon-alameda,"3,5",2402 Central Ave,Alameda,3.776.394,-12224266
592,hot-spot-alameda,"3,5",2321 Santa Clara Ave,Alameda,37.765.703.473.918,-122242378592491
595,pho-anh-ha-san-leandro,"3,5",2089 E 14th St,San Leandro,3.771.929,-12214865
596,craw-station-san-leandro,"3,5",15040 Farnsworth St,San Leandro,376.906.647.206.597,-122151571007974
599,foodnet-supermarket-san-leandro-2,"3,5",1960 Lewelling Blvd,San Leandro,376.795,-122154789999999
20,tata-teahouse-fremont-2,3,39230 Argonaut Way,Fremont,37.543.782,-121986825
22,sno-crave-tea-house-fremont,3,43773 Boscell Rd,Fremont,37.500.044,-121973621999999
31,t4-fremont-3,3,36400 Fremont Blvd,Fremont,375.631.118.502.019,-122015291475919
107,t4-oakland,3,1068 Webster St,Oakland,378.009.841,-1222700858
125,u-tea-cafe-oakland,3,1728 A Franklin St,Oakland,378.064.126.521.349,-122268292084336
185,napa-noodles-napa,3,1124 1st St,Napa,382.988.340.542.314,-122286458685993
207,tea-breeze-pleasanton,3,4275 Rosewood Dr,Pleasanton,376.994.819.641.112,-121874084472656
222,berry-delight-pleasanton,3,1008 Stoneridge Mall Rd,Pleasanton,376.946.294,-121931562999999
224,tutti-frutti-frozen-yogurt-dublin,3,4930 Dublin Blvd,Dublin,377.040.256.307.881,-12188532839154
229,pho-saigon-city-pleasanton,3,4275 Rosewood Dr,Pleasanton,376.994.626.368.417,-121873857490718
232,osaka-ramen-dublin,3,4288 Dublin Blvd,Dublin,3.770.515,-121876219999999
235,halu-shabu-shabu-dublin,3,4288 Dublin Blvd,Dublin,377.045.669.555.664,-121875450134277
246,q-cup-fremont,3,39129 Fremont Blvd,Fremont,375.461.699.480.404,-121987401525697
268,meet-fresh-cupertino,3,19449 Stevens Creek Blvd,Cupertino,373.243.651,-1220105533
277,tea-chansii-cupertino,3,19449 Stevens Creek Blvd,Cupertino,373.243.989.340.148,-122011138269321
299,quickly-cupertino,3,21265 Stevens Creek Blvd,Cupertino,3.732.349,-122047397
305,t4-san-ramon-3,3,11020 Bollinger Canyon Rd,San Ramon,377.749.533.109.683,-121924073739228
315,jazen-tea-mountain-view-3,3,220 Castro St,Mountain View,373.936.614.990.234,-122079444885254
318,tapioca-express-mountain-view,3,740 Villa St,Mountain View,3.739.379,-122078389999999
334,black-pearl-san-jose-2,3,1055 E Brokaw Rd,San Jose,373.843.159.241.917,-12189744169577
339,fantasia-coffee-and-tea-santa-clara,3,3969 Rivermark Plz,Santa Clara,373.953.035.880.334,-121946540661156
355,quickly-redwood-city,3,300 Walnut St,Redwood City,374.917.931.901.457,-122224192531476
410,fresh-nation-desserts-san-mateo-2,3,30 E 3rd Ave,San Mateo,375.633.809,-1223251999
420,quickly-foster-city-3,3,969k Edgewater Blvd,Foster City,375.447.598.999.999,-122271039999999
423,boiling-point-san-mateo,3,111 E 4th Ave,San Mateo,3.756.386,-12232335
430,sweet-indulgence-millbrae-3,3,298 Broadway,Millbrae,376.007.901,-1223914315
434,t4-tea-for-u-fairfield,3,2700 N Texas St,Fairfield,382.767.099.999.999,-12203353
445,tapioca-express-vallejo,3,3720 Sonoma Blvd,Vallejo,38.125.256.896.019,-122255262583494
469,noodle-house-fairfield-2,3,1305 Gateway Blvd,Fairfield,38.263.944,-122050281
470,sisig-suisun-city-3,3,303 Lawler Center Dr,Suisun City,3.824.225,-12201803
473,vampire-penguin-brentwood-2,3,2545 Sand Creek Rd,Brentwood,37.946.219,-121738762
482,quickly-concord-5,3,4115 Concord Blvd,Concord,3.797.879.750.393,-121992360118227
497,jollibee-concord,3,2030 Diamond Blvd,Concord,3.797.341,-1220557
513,pho-hoa-an-pleasant-hill,3,1617 Contra Costa Blvd,Pleasant Hill,379.544.806.480.407,-122060296833515
526,quickly-el-cerrito,3,3080 El Cerrito Plz,El Cerrito,379.012.082.234.262,-122299600839615
531,quickly-san-rafael,3,1128 4th St,San Rafael,379.733.537,-122528937999999
547,bar-code-santa-clara,3,2855 Stevens Crk Blvd,Santa Clara,373.260.983.428.105,-121945618966269
553,sunshine-bakery-vallejo-3,3,3570 Sonoma Blvd,Vallejo,381.221.466.064.453,-122254501342773
554,original-red-onion-vallejo-2,3,1321 Springs Rd,Vallejo,3.810.589,-122227089999999
557,pho-lee-hoa-phat-vallejo-2,3,102 Springstowne Ctr,Vallejo,3.810.499,-122215319999999
559,pho-lee-hoa-phat-2-vallejo-3,3,3495 Sonoma Blvd,Vallejo,381.224.127.025.498,-122258621526624
560,chowking-vallejo,3,3495 Sonoma Blvd,Vallejo,38.121.818,-1222554405
566,marina-food-san-mateo,3,2992 S Norfolk St,San Mateo,375.444.118.546.376,-122284796650842
568,sheng-kee-bakery-san-mateo-2,3,2964 S Norfolk St,San Mateo,375.452.652,-122284477099999
570,pho-little-saigon-san-mateo,3,2978 S Norfolk St,San Mateo,375.445.885.811.679,-122284968805751
572,bagel-street-cafe-redwood-city,3,254 Redwood Shores Pkwy,Redwood City,375.224.668.331.409,-122251625135719
586,quickly-castro-valley,3,20893 Redwood Rd,Castro Valley,376.947.791.129.351,-122073979452252
602,alohana-hawaiian-grill-san-leandro,3,15555 E 14th St,San Leandro,377.001.159.999.999,-122126858
131,sancha-bar-oakland-3,"2,5",251 9th St,Oakland,377.989.615.787.538,-122268823823837
187,quickly-american-canyon-3,"2,5",410 Napa Junction Rd,American Canyon,381.848.877.668.381,-122253697514533
189,over-the-top-shop-frozen-yogurt-american-canyon,"2,5",5075 Main St,American Canyon,3.818.098,-12225395
206,letea-pleasanton-2,"2,5",4299 Rosewood Dr,Pleasanton,3.769.956,-12187326
212,quickly-dublin,"2,5",4288 Dublin Blvd,Dublin,37.705.825,-121876084
228,berry-and-berry-yogurt-livermore,"2,5",2774 Livermore Outlets Dr,Livermore,37.698.050.737.381,-121842248663306
341,quickly-milpitas-2,"2,5",1350 S Park Victoria Dr,Milpitas,374.178.751.788.897,-121874392975463
375,the-axe-and-palm-stanford,"2,5",Old Union Stanford University,Stanford,37.425.371.754.743,-122170543670654
380,jazen-tea-santa-clara-santa-clara,"2,5",3484 El Camino Real,Santa Clara,373.515.863.912.687,-12199270148474
383,youji-fresh-rolls-wine-and-tea-santa-clara,"2,5",2855 Stevens Creek Blvd,Santa Clara,37.326.036.489.104,-121944165208983
437,quickly-fairfield-3,"2,5",1350 Travis Blvd,Fairfield,382.603.729,-122054640099999
443,quickly-vacaville,"2,5",1667 E Monte Vista Ave,Vacaville,383.700.576,-121961772
483,quickly-concord,"2,5",1657 Willow Pass Rd,Concord,379.728.660.583.496,-122043716430664
536,quickly-hayward,"2,5",25034 Hesperian Blvd,Hayward,376.443.550.220.492,-122104630560233
546,caffé-central-santa-clara,"2,5",2855 Stevens Creek Blvd,Santa Clara,373.260.982.962.994,-121944144442677
575,quickly-san-leandro,"2,5",15251 Hesperian Blvd,San Leandro,376.978.340.148.926,-122130355834961
585,leisure-cafe-san-leandro-2,"2,5",1443 E 14th St,San Leandro,377.236.583.501.576,-122154530547558
371,panda-express-mountain-view-2,2,1035 El Monte Ave,Mountain View,37.390.983.766.688,-122095294088778
530,quickly-kobe-bento-richmond-2,2,3288 Pierce St,Richmond,378.988.979.999.999,-122307341
578,loving-tea-san-leandro,2,1338 Fairmont Dr,San Leandro,377.026.172,-1221272393
587,china-kitchen-express-san-leandro,2,13780 E 14th St,San Leandro,377.154.007,-1221423264
